longitude,latitude,median_income,kmeans_cluster,dbscan_cluster
-118.09,33.75,6.6188,0,0
-118.1,33.74,4.7773,0,0
-118.11,33.75,5.4011,0,0
-118.11,33.74,4.8482,0,0
-118.09,33.74,4.6369,0,0
-118.11,33.75,5.0926,0,0
-118.1,33.74,4.537,0,0
-118.1,33.74,4.6528,0,0
-118.11,33.73,5.0476,0,0
-118.1,33.74,4.2287,0,0
-118.07,33.72,4.9044,0,0
-118.07,33.72,5.1824,0,0
-118.09,33.71,8.7397,0,0
-118.06,33.72,5.7704,0,0
-118.05,33.71,8.8281,0,0
-118.06,33.72,9.8177,0,0
-118.07,33.73,9.8346,0,0
-118.06,33.72,15.0001,0,1
-118.06,33.73,10.5424,0,0
-118.08,33.72,7.1673,0,0
-118.05,33.73,5.0699,0,0
-118.05,33.72,5.2589,0,0
-118.05,33.72,3.8038,0,0
-118.09,33.77,1.8015,0,0
-118.08,33.77,2.1944,0,0
-118.08,33.77,2.2708,0,0
-118.08,33.77,1.9074,0,0
-118.08,33.76,1.4617,0,0
-118.09,33.76,1.808,0,0
-118.09,33.77,1.7675,0,0
-118.08,33.76,1.6111,0,0
-118.08,33.76,1.2813,0,0
-118.08,33.76,2.0952,0,0
-118.09,33.77,1.7208,0,0
-118.0,33.76,2.925,0,0
-118.01,33.75,4.525,0,0
-118.0,33.75,2.7589,0,0
-118.0,33.74,6.394,0,0
-118.02,33.76,4.25,0,0
-118.02,33.75,5.7157,0,0
-118.03,33.76,5.742,0,0
-118.04,33.76,7.0879,0,0
-118.04,33.75,5.2001,0,0
-118.04,33.74,5.3559,0,0
-118.02,33.74,6.128,0,0
-118.02,33.73,5.5599,0,0
-118.01,33.74,6.0609,0,0
-117.98,33.75,3.8158,0,0
-117.98,33.75,3.3438,0,0
-117.99,33.75,3.0909,0,0
-117.98,33.74,4.7404,0,0
-117.99,33.74,4.506,0,0
-117.98,33.74,4.4261,0,0
-117.99,33.73,4.375,0,0
-117.98,33.73,6.6539,0,0
-117.99,33.77,3.1902,0,0
-117.98,33.76,4.0194,0,0
-117.99,33.76,3.369,0,0
-117.99,33.76,1.9439,0,0
-117.99,33.75,3.3125,0,0
-117.98,33.76,2.1375,0,0
-117.98,33.76,4.4545,0,0
-117.98,33.75,5.1345,0,0
-118.02,33.77,5.1507,0,0
-118.02,33.77,5.0091,0,0
-118.02,33.76,3.6289,0,0
-118.01,33.77,5.422,0,0
-118.01,33.77,5.8362,0,0
-118.01,33.76,3.9855,0,0
-118.01,33.76,2.2981,0,0
-118.0,33.77,3.4327,0,0
-118.0,33.76,3.0263,0,0
-118.0,33.77,3.5139,0,0
-118.0,33.76,2.9083,0,0
-118.0,33.76,3.0625,0,0
-118.03,33.77,3.0,0,0
-118.02,33.77,5.2077,0,0
-118.03,33.77,5.635,0,0
-118.03,33.77,5.8053,0,0
-118.03,33.76,5.0866,0,0
-118.04,33.76,7.1572,0,0
-118.03,33.79,5.8914,0,0
-118.03,33.79,4.1548,0,0
-118.01,33.79,5.4372,0,0
-118.02,33.78,5.5446,0,0
-118.01,33.78,5.9357,0,0
-118.03,33.78,5.1061,0,0
-118.01,33.78,6.0,0,0
-118.03,33.78,6.6453,0,0
-118.04,33.78,5.8426,0,0
-118.04,33.78,5.7705,0,0
-118.08,33.8,6.0553,0,0
-118.07,33.8,7.1221,0,0
-118.08,33.79,7.6144,0,0
-118.09,33.78,6.6137,0,0
-118.07,33.79,5.8283,0,0
-118.09,33.79,6.6312,0,0
-118.08,33.78,5.5767,0,0
-118.08,33.78,6.9324,0,0
-118.08,33.78,5.0102,0,0
-118.02,33.79,6.1142,0,0
-118.01,33.79,5.7837,0,0
-118.02,33.8,5.875,0,0
-118.02,33.8,8.4952,0,0
-118.01,33.8,5.32,0,0
-118.05,33.78,8.7015,0,0
-118.05,33.78,6.0,0,0
-118.05,33.78,6.6264,0,0
-118.06,33.78,7.3463,0,0
-118.04,33.8,5.0261,0,0
-118.06,33.8,4.8,0,0
-118.07,33.79,6.4288,0,0
-118.06,33.8,4.1379,0,0
-118.06,33.8,3.6217,0,0
-118.07,33.8,3.6442,0,0
-118.05,33.79,3.2465,0,0
-118.04,33.84,4.5395,0,0
-118.05,33.84,6.983,0,0
-118.04,33.83,4.6681,0,0
-118.04,33.82,5.844,0,0
-118.04,33.83,4.055,0,0
-118.05,33.82,5.123,0,0
-118.06,33.82,4.5833,0,0
-118.06,33.81,5.4216,0,0
-118.07,33.81,8.5407,0,0
-118.07,33.8,3.8792,0,0
-118.08,33.81,3.3155,0,0
-118.03,33.82,5.6093,0,0
-118.03,33.82,3.6815,0,0
-118.03,33.82,6.0162,0,0
-118.02,33.82,4.7466,0,0
-118.02,33.83,3.2933,0,0
-118.03,33.83,4.225,0,0
-118.03,33.83,4.625,0,0
-118.03,33.83,3.175,0,0
-118.06,33.83,4.53,0,0
-118.05,33.83,5.7018,0,0
-118.06,33.83,4.88,0,0
-118.05,33.82,8.6123,0,0
-118.06,33.83,3.8512,0,0
-118.06,33.82,4.6458,0,0
-118.04,33.81,5.8527,0,0
-118.04,33.81,5.6846,0,0
-118.05,33.81,5.2542,0,0
-118.03,33.81,5.7089,0,0
-118.03,33.86,4.535,0,0
-118.04,33.85,5.6094,0,0
-118.04,33.85,5.777,0,0
-118.05,33.85,6.1737,0,0
-118.04,33.85,7.5057,0,0
-118.03,33.85,3.8426,0,0
-118.01,33.83,4.9803,0,0
-118.01,33.84,3.9628,0,0
-118.03,33.84,4.0156,0,0
-118.02,33.83,3.1497,0,0
-118.02,33.82,3.7885,0,0
-118.01,33.82,4.1591,0,0
-118.01,33.81,4.4583,0,0
-118.02,33.81,5.1155,0,0
-118.02,33.86,5.6677,0,0
-118.02,33.85,5.3416,0,0
-118.03,33.85,4.0865,0,0
-118.03,33.85,3.9156,0,0
-118.01,33.85,3.8864,0,0
-118.01,33.85,4.6326,0,0
-118.0,33.85,4.5083,0,0
-118.01,33.86,3.4306,0,0
-118.01,33.84,4.5,0,0
-118.01,33.84,5.1775,0,0
-118.02,33.84,4.4821,0,0
-118.03,33.84,5.4746,0,0
-117.99,33.86,3.4167,0,0
-117.99,33.85,4.9777,0,0
-118.0,33.85,4.0455,0,0
-118.0,33.86,3.875,0,0
-117.99,33.85,5.2548,0,0
-117.99,33.84,5.103,0,0
-118.0,33.84,4.0039,0,0
-118.0,33.84,2.8169,0,0
-118.01,33.87,3.139,0,0
-117.99,33.86,3.0252,0,0
-118.0,33.88,4.7083,0,0
-118.01,33.88,3.369,0,0
-117.99,33.88,4.2422,0,0
-117.99,33.88,3.9559,0,0
-118.0,33.88,2.735,0,0
-117.99,33.87,3.1205,0,0
-118.0,33.87,2.95,0,0
-117.99,33.87,3.0147,0,0
-117.99,33.87,3.59,0,0
-117.99,33.86,2.9,0,0
-117.98,33.89,7.1425,0,0
-117.99,33.88,6.6704,0,0
-117.99,33.89,4.5033,0,0
-117.99,33.89,8.5621,0,0
-117.97,33.89,5.1315,0,0
-117.97,33.89,2.8649,0,0
-117.97,33.88,5.0731,0,0
-117.97,33.88,6.2427,0,0
-117.97,33.89,9.0683,0,0
-117.97,33.88,6.0394,0,0
-117.97,33.89,10.2252,0,0
-120.1,39.17,1.7083,1,0
-120.06,39.09,2.1987,1,0
-120.06,39.15,1.1912,1,0
-120.2,39.12,4.1316,1,0
-120.18,39.14,3.0375,1,0
-120.16,39.14,3.9722,1,0
-120.18,39.17,3.6563,1,0
-120.15,39.17,2.9125,1,0
-120.15,39.15,5.75,1,-1
-120.15,39.2,4.1016,1,0
-120.12,39.18,3.5667,1,0
-120.1,39.19,5.5456,1,-1
-120.1,39.19,3.9375,1,0
-120.1,39.2,3.087,1,0
-120.11,39.21,4.5795,1,0
-120.11,39.24,3.1193,1,0
-120.08,39.23,4.8182,1,0
-120.07,39.24,4.962,1,0
-120.06,39.25,3.01,1,0
-120.04,39.24,2.65,1,0
-120.04,39.27,4.1364,1,0
-120.02,39.24,1.7609,1,0
-120.02,39.24,3.0057,1,0
-120.02,39.24,1.8269,1,0
-120.01,39.26,2.6023,1,0
-120.91,38.98,3.653,1,0
-120.81,39.02,2.8155,1,0
-120.69,39.12,2.2917,1,0
-120.83,39.02,2.6319,1,0
-121.06,38.91,2.5373,1,0
-121.08,38.9,2.4273,1,0
-121.06,38.88,4.2917,1,0
-121.08,38.89,2.6701,1,0
-121.07,38.9,1.7375,1,0
-121.15,38.89,5.2903,1,0
-121.12,38.86,3.3802,1,0
-121.13,38.87,3.0917,1,0
-121.15,38.91,4.2723,1,0
-121.08,38.85,6.0,1,0
-121.16,38.74,5.1721,1,0
-121.14,38.77,6.4789,1,0
-121.16,38.75,8.4882,1,-1
-121.14,38.84,4.2143,1,0
-121.14,38.82,5.07,1,0
-121.15,38.8,4.1685,1,0
-121.18,38.78,6.1642,1,0
-121.18,38.8,5.1857,1,0
-121.21,38.76,3.1583,1,0
-121.21,38.75,4.3962,1,0
-121.17,38.76,6.5322,1,0
-121.2,38.73,7.7499,1,-1
-121.18,38.73,6.0302,1,0
-121.18,38.75,4.7941,1,0
-121.24,38.75,5.4896,1,0
-121.24,38.72,4.9,1,0
-121.27,38.74,2.6065,1,0
-121.26,38.73,5.3451,1,0
-121.26,38.74,3.3941,1,0
-121.28,38.73,5.419,1,0
-121.27,38.72,6.0804,1,0
-121.25,38.72,4.485,1,0
-121.27,38.75,2.5083,1,0
-121.28,38.74,4.05,1,0
-121.3,38.73,3.6455,1,0
-121.36,38.73,3.141,1,0
-121.32,38.74,4.3897,1,0
-121.31,38.75,4.0519,1,0
-121.3,38.75,2.655,1,0
-121.28,38.75,2.108,1,0
-121.3,38.74,2.3611,1,0
-121.33,38.77,4.2259,1,0
-121.28,38.76,2.1366,1,0
-121.27,38.75,2.7188,1,0
-121.29,38.76,6.0097,1,0
-121.28,38.77,5.8718,1,0
-121.28,38.8,3.816,1,0
-121.24,38.78,3.5288,1,0
-121.24,38.78,0.8691,1,0
-121.23,38.78,2.0807,1,0
-121.22,38.78,6.3914,1,0
-121.24,38.82,5.4498,1,0
-121.25,38.8,5.5205,1,0
-121.24,38.79,3.7904,1,0
-121.24,38.79,3.1875,1,0
-121.23,38.79,2.2292,1,0
-121.22,38.8,3.5265,1,0
-121.19,38.87,6.0,1,0
-121.21,38.83,3.5607,1,0
-121.19,38.85,4.4085,1,0
-121.18,38.83,2.9484,1,0
-121.39,38.85,4.0862,1,0
-121.3,39.0,4.0282,1,0
-121.31,38.97,2.7083,1,0
-121.22,38.92,4.4958,1,0
-121.27,38.87,4.4769,1,0
-121.29,38.9,3.1691,1,0
-121.28,38.9,2.7656,1,0
-121.29,38.89,3.3889,1,0
-121.3,38.89,3.4706,1,0
-121.3,38.89,2.9866,1,0
-121.32,38.89,2.8194,1,0
-121.14,38.92,4.6771,1,0
-121.1,38.92,3.0321,1,0
-121.11,38.91,4.0679,1,0
-121.1,38.94,1.0179,1,0
-121.07,38.92,4.515,1,0
-121.05,38.92,3.3021,1,0
-121.15,39.0,4.3553,1,0
-121.19,38.95,4.5129,1,0
-121.11,38.95,1.8238,1,0
-121.1,38.95,2.1287,1,0
-121.06,38.98,4.7019,1,0
-121.05,38.97,4.8214,1,0
-121.09,38.97,5.2536,1,0
-121.1,39.0,5.0126,1,0
-121.08,38.95,2.7463,1,0
-121.08,38.93,2.4278,1,0
-121.07,38.94,4.7143,1,0
-121.04,38.95,2.75,1,0
-120.99,39.04,2.3696,1,0
-120.98,38.99,3.6354,1,0
-121.04,39.0,4.8051,1,0
-121.02,39.01,3.9734,1,0
-121.0,39.0,10.9891,1,-1
-120.87,39.18,3.9196,1,0
-120.87,39.15,2.8603,1,0
-120.58,39.27,3.0147,1,0
-120.33,39.3,3.0,1,0
-120.18,39.28,4.0819,1,0
-120.22,39.2,3.3699,1,0
-120.96,39.12,2.5326,1,0
-120.98,39.08,3.0403,1,0
-120.94,39.05,3.1972,1,0
-120.98,39.93,1.8914,1,0
-120.95,39.93,2.8125,1,0
-120.93,39.9,2.0221,1,0
-120.9,39.93,2.8812,1,0
-120.9,39.95,3.5417,1,0
-120.93,39.96,2.9559,1,0
-120.92,40.02,2.6458,1,0
-120.74,39.9,2.2656,1,0
-120.57,39.78,2.1216,1,0
-120.66,39.72,2.2019,1,0
-120.74,39.82,3.9583,1,0
-121.0,39.75,2.5893,1,0
-121.14,39.86,2.2101,1,0
-120.53,39.79,2.5156,1,0
-120.48,39.78,2.375,1,0
-120.45,39.8,1.7829,1,0
-120.46,39.83,2.2717,1,0
-120.38,39.82,2.1667,1,0
-120.15,39.8,3.0625,1,0
-120.94,40.17,2.2132,1,0
-120.91,40.08,2.2067,1,0
-120.94,40.14,1.5774,1,0
-121.23,40.01,1.625,1,0
-120.71,40.13,2.9554,1,0
-121.25,40.27,2.625,1,0
-121.24,40.31,3.5962,1,-1
-121.23,40.29,2.1524,1,0
-121.19,40.23,5.8453,1,-1
-121.08,40.19,1.6944,1,0
-121.06,40.23,3.4844,1,-1
-121.09,40.3,3.6477,1,-1
-121.14,40.29,1.6875,1,0
-121.15,40.25,3.3462,1,-1
-117.35,34.0,2.5469,0,0
-117.36,33.99,2.9688,0,0
-117.37,34.0,2.4306,0,0
-117.37,34.0,3.025,0,0
-117.36,34.0,3.3622,0,0
-117.37,34.01,3.6415,0,0
-117.38,34.0,3.3687,0,0
-117.38,33.99,2.7054,0,0
-117.38,33.98,2.0284,0,0
-117.39,33.98,3.145,0,0
-117.41,33.97,3.0694,0,0
-117.37,33.98,2.1151,0,0
-117.38,33.97,1.6389,0,0
-117.38,33.98,2.1528,0,0
-117.37,33.98,1.1194,0,0
-117.37,33.99,1.685,0,0
-117.36,33.98,2.0436,0,0
-117.37,33.97,2.5804,0,0
-117.37,33.97,1.4514,0,0
-117.37,33.97,1.95,0,0
-117.37,33.98,2.025,0,0
-117.35,33.99,2.6071,0,0
-117.35,33.98,1.6943,0,0
-117.35,33.97,3.024,0,0
-117.36,33.97,2.7596,0,0
-117.36,33.98,2.4667,0,0
-117.37,33.96,7.2519,0,0
-117.35,33.96,8.2405,0,0
-117.35,33.95,7.6632,0,0
-117.37,33.94,6.6635,0,0
-117.36,33.92,8.5326,0,0
-117.39,33.97,4.3176,0,0
-117.38,33.97,2.6895,0,0
-117.39,33.96,3.2917,0,0
-117.4,33.96,3.575,0,0
-117.39,33.97,3.4044,0,0
-117.4,33.97,5.0194,0,0
-117.4,33.97,3.8618,0,0
-117.41,33.96,2.3798,0,0
-117.41,33.96,3.864,0,0
-117.41,33.97,4.337,0,0
-117.44,33.96,12.5381,0,-1
-117.43,33.96,3.8682,0,0
-117.44,33.95,3.7344,0,0
-117.4,33.95,3.1384,0,0
-117.4,33.95,2.4408,0,0
-117.41,33.95,2.9583,0,0
-117.41,33.95,3.0542,0,0
-117.42,33.95,2.8173,0,0
-117.42,33.96,2.7452,0,0
-117.41,33.96,3.0208,0,0
-117.38,33.96,3.4491,0,0
-117.39,33.95,3.1667,0,0
-117.39,33.95,4.125,0,0
-117.4,33.95,1.1601,0,0
-117.39,33.96,4.0833,0,0
-117.37,33.95,4.3542,0,0
-117.37,33.94,4.0966,0,0
-117.38,33.94,4.0625,0,0
-117.39,33.93,4.8333,0,0
-117.39,33.95,3.7109,0,0
-117.4,33.94,3.0509,0,0
-117.4,33.93,2.2222,0,0
-117.41,33.93,4.0156,0,0
-117.4,33.94,3.5865,0,0
-117.4,33.94,3.1458,0,0
-117.41,33.94,2.87,0,0
-117.41,33.94,3.25,0,0
-117.42,33.93,3.1795,0,0
-117.41,33.94,2.4435,0,0
-117.42,33.94,3.5403,0,0
-117.42,33.94,4.1528,0,0
-117.43,33.95,4.0526,0,0
-117.43,33.93,4.5122,0,0
-117.43,33.93,2.1865,0,0
-117.43,33.93,2.4922,0,0
-117.44,33.93,4.6327,0,0
-117.45,33.94,2.1023,0,0
-117.44,33.94,3.9118,0,0
-117.44,33.94,3.9128,0,0
-117.44,33.94,4.1776,0,0
-117.44,33.93,4.375,0,0
-117.45,33.93,3.2731,0,0
-117.44,33.92,3.0437,0,0
-117.45,33.91,3.7333,0,0
-117.45,33.92,2.2548,0,0
-117.39,33.92,2.3851,0,0
-117.4,33.9,3.6667,0,0
-117.44,33.9,4.2788,0,0
-117.43,33.91,4.3222,0,0
-117.42,33.89,7.7197,0,0
-117.4,34.01,2.7083,0,0
-117.41,34.01,2.6442,0,0
-117.43,34.02,3.05,0,0
-117.42,34.02,4.2321,0,0
-117.4,34.0,1.6955,0,0
-117.4,34.0,2.0742,0,0
-117.41,34.0,1.9052,0,0
-117.43,33.98,4.2589,0,0
-117.42,33.98,3.0606,0,0
-117.45,34.01,2.76,0,0
-117.43,34.01,3.0909,0,0
-117.41,34.0,1.4719,0,0
-117.42,34.0,3.016,0,0
-117.43,33.99,4.566,0,0
-117.44,33.99,4.5625,0,0
-117.5,34.0,4.4063,0,0
-117.49,33.99,4.84,0,0
-117.48,33.98,3.3966,0,0
-117.49,33.98,4.8371,0,0
-117.5,33.98,4.2099,0,0
-117.47,33.98,4.9886,0,0
-117.48,34.01,4.369,0,0
-117.49,34.02,3.6711,0,0
-117.49,34.02,4.4545,0,0
-117.51,34.02,2.1764,0,0
-117.48,34.0,3.8529,0,0
-117.51,34.0,3.2067,0,0
-117.52,33.99,5.2759,0,0
-117.53,33.97,3.8906,0,0
-117.53,33.97,4.0833,0,0
-117.51,33.97,3.6691,0,0
-117.53,34.02,5.3269,0,0
-117.6,33.94,3.1859,0,0
-117.55,34.0,2.6979,0,0
-117.53,33.94,4.2263,0,0
-117.55,33.94,4.4762,0,0
-117.56,33.94,1.625,0,0
-117.56,33.94,7.0215,0,0
-117.57,33.93,7.5408,0,0
-117.55,33.95,5.9333,0,0
-117.59,33.91,5.4872,0,0
-117.57,33.9,3.5525,0,0
-117.56,33.89,2.3417,0,0
-117.55,33.89,5.6973,0,0
-117.52,33.89,5.1695,0,0
-117.6,33.91,7.2379,0,0
-117.55,33.93,4.1865,0,0
-117.55,33.92,4.8167,0,0
-117.55,33.9,3.4459,0,0
-117.53,33.92,6.1561,0,0
-117.58,33.92,6.155,0,0
-117.57,33.91,5.3735,0,0
-117.59,33.93,7.8118,0,0
-117.5,33.93,4.3723,0,0
-117.49,33.91,3.2857,0,0
-117.5,33.92,2.9821,0,0
-117.5,33.92,4.55,0,0
-117.51,33.95,4.9984,0,0
-117.46,33.95,3.6979,0,0
-117.47,33.95,4.1264,0,0
-117.5,33.96,4.2985,0,0
-117.5,33.95,4.8214,0,0
-117.46,33.94,1.7059,0,0
-117.47,33.94,3.0687,0,0
-117.48,33.94,2.7813,0,0
-117.48,33.94,3.1985,0,0
-117.49,33.94,4.0256,0,0
-117.46,33.93,3.0122,0,0
-117.46,33.93,3.7431,0,0
-117.46,33.92,3.5208,0,0
-117.47,33.93,3.4028,0,0
-117.47,33.94,3.2311,0,0
-117.46,33.94,3.5227,0,0
-117.48,33.93,2.6776,0,0
-117.47,33.92,3.6583,0,0
-117.49,33.93,3.9522,0,0
-117.47,33.91,2.2241,0,0
-117.46,33.9,3.3187,0,0
-117.48,33.89,4.7295,0,0
-117.49,33.9,3.6071,0,0
-117.48,33.91,4.2207,0,0
-117.44,33.88,6.8089,0,0
-117.51,33.89,4.0556,0,0
-117.51,33.88,4.131,0,0
-117.52,33.88,2.5656,0,0
-117.53,33.88,3.1312,0,0
-117.5,33.87,5.0493,0,0
-117.56,33.88,2.4861,0,0
-117.58,33.89,2.3654,0,0
-117.55,33.88,2.2372,0,0
-117.57,33.87,2.2197,0,0
-117.56,33.88,2.0682,0,0
-117.57,33.88,2.316,0,0
-117.57,33.88,2.3036,0,0
-117.58,33.87,1.6875,0,0
-117.59,33.88,2.4387,0,0
-117.59,33.88,2.6111,0,0
-117.58,33.88,2.2969,0,0
-117.57,33.87,2.3333,0,0
-117.57,33.87,5.1929,0,0
-117.58,33.87,5.0464,0,0
-117.58,33.87,3.2917,0,0
-117.58,33.87,3.5313,0,0
-117.55,33.85,4.8686,0,0
-117.56,33.83,5.4788,0,0
-117.58,33.85,5.2861,0,0
-117.54,33.82,4.125,0,0
-117.55,33.83,4.2386,0,0
-117.6,33.85,5.3006,0,0
-117.56,33.86,5.2898,0,0
-117.55,33.87,3.9414,0,0
-117.64,33.88,5.536,0,0
-117.6,33.87,4.2721,0,0
-117.6,33.86,5.195,0,0
-117.6,33.87,3.4419,0,0
-117.64,33.87,6.2308,0,0
-117.52,33.84,3.55,0,0
-117.52,33.83,4.46,0,0
-117.53,33.83,5.5362,0,0
-117.54,33.76,4.7965,0,0
-117.52,33.82,5.1365,0,0
-117.36,33.88,4.6875,0,0
-117.33,33.9,5.1512,0,0
-117.34,33.89,5.363,0,0
-117.38,33.89,5.1624,0,0
-117.36,33.88,5.0346,0,0
-117.26,33.86,3.1103,0,0
-117.33,33.87,5.1045,0,0
-117.3,33.85,2.9542,0,0
-117.28,33.85,2.3229,0,0
-117.43,33.81,4.2273,0,0
-117.4,33.76,4.4875,0,0
-117.4,33.85,5.4625,0,0
-117.26,33.84,2.7232,0,0
-117.32,33.87,4.8125,0,0
-117.28,33.89,2.5379,0,0
-117.34,33.96,4.1883,0,0
-117.32,33.96,3.7585,0,0
-117.34,33.94,7.4141,0,0
-117.34,33.94,5.5563,0,0
-117.31,33.94,5.2713,0,0
-117.33,33.98,1.9531,0,0
-117.33,33.97,1.625,0,0
-117.34,34.0,3.175,0,0
-117.34,33.98,1.7579,0,0
-117.32,33.99,4.711,0,0
-117.31,33.97,3.4896,0,0
-117.29,33.97,4.6667,0,0
-117.35,34.01,2.725,0,0
-117.34,34.02,2.275,0,0
-117.32,34.01,4.4063,0,0
-117.24,33.95,4.7877,0,0
-117.23,33.94,3.5851,0,0
-117.25,33.95,4.2775,0,0
-117.23,33.96,5.253,0,0
-117.21,33.95,5.2174,0,0
-117.14,33.94,6.3223,0,0
-117.21,33.97,5.6409,0,0
-117.28,33.94,1.3125,0,0
-117.28,33.92,2.1574,0,0
-117.27,33.92,3.0907,0,0
-117.27,33.93,3.1042,0,0
-117.24,33.94,1.6111,0,0
-117.24,33.93,3.2705,0,0
-117.25,33.93,4.2654,0,0
-117.25,33.92,4.1482,0,0
-117.23,33.91,4.0473,0,0
-117.23,33.89,4.1953,0,0
-117.23,33.94,3.0789,0,0
-117.22,33.93,3.2148,0,0
-117.22,33.92,4.0938,0,0
-117.21,33.93,5.0223,0,0
-117.16,33.92,4.7568,0,0
-117.22,33.9,4.0467,0,0
-117.13,33.89,3.5781,0,0
-117.19,33.9,4.189,0,0
-117.22,33.87,2.625,0,0
-117.24,33.85,2.8194,0,0
-117.17,33.83,4.6,0,0
-117.2,33.83,3.6618,0,0
-117.23,33.83,4.0833,0,0
-117.21,33.82,3.9052,0,0
-117.22,33.81,3.4237,0,0
-117.21,33.71,2.1848,0,0
-117.2,33.72,2.5335,0,0
-117.2,33.72,1.9912,0,0
-117.2,33.71,2.0881,0,0
-117.2,33.7,2.3276,0,0
-117.19,33.7,1.9014,0,0
-117.19,33.69,4.5881,0,0
-117.27,33.68,5.3238,0,0
-117.25,33.7,3.58,0,0
-117.23,33.68,3.8869,0,0
-117.22,33.66,3.125,0,0
-117.17,33.66,4.1386,0,0
-117.07,33.67,2.375,0,0
-117.11,33.83,3.8036,0,0
-117.11,33.78,4.1875,0,0
-117.08,33.82,4.065,0,0
-117.18,33.78,1.3417,0,0
-117.11,33.75,2.2618,0,0
-117.16,33.76,2.625,0,0
-117.22,33.74,2.5221,0,0
-117.06,33.78,2.5847,0,0
-117.14,33.81,3.2778,0,0
-117.22,33.8,4.0717,0,0
-117.09,33.71,1.972,0,0
-117.07,33.72,2.7983,0,0
-117.11,33.74,2.1182,0,0
-117.15,33.7,3.1319,0,0
-117.16,33.73,2.6322,0,0
-117.23,33.79,2.2969,0,0
-117.23,33.78,1.9767,0,0
-117.23,33.77,2.0,0,0
-117.29,33.83,2.4662,0,0
-117.32,33.8,4.0982,0,0
-117.26,33.81,2.1549,0,0
-117.24,33.77,2.8401,0,0
-117.31,33.75,2.1484,0,0
-117.27,33.77,2.0878,0,0
-117.29,33.72,2.817,0,0
-117.28,33.72,2.1667,0,0
-117.39,33.69,5.3275,0,0
-117.37,33.7,3.2481,0,0
-117.34,33.71,3.1513,0,0
-117.31,33.67,3.1832,0,0
-117.35,33.69,3.102,0,0
-117.33,33.67,1.9194,0,0
-117.35,33.68,4.2788,0,0
-117.38,33.67,3.375,0,0
-117.38,33.67,2.2423,0,0
-117.35,33.64,2.5395,0,0
-117.29,33.63,3.8056,0,0
-117.28,33.66,2.6949,0,0
-117.43,33.55,9.4356,0,0
-117.36,33.6,3.2258,0,0
-117.25,33.65,3.5125,0,0
-117.19,33.64,3.235,0,0
-117.21,33.61,3.6273,0,0
-117.2,33.58,4.5936,0,0
-117.16,33.61,4.7944,0,0
-117.12,33.61,4.3651,0,0
-117.16,33.57,3.9443,0,0
-117.16,33.54,3.7538,0,0
-117.05,33.52,4.8083,0,0
-116.96,33.52,4.125,0,0
-117.1,33.56,4.3833,0,0
-117.02,33.6,3.244,0,0
-116.96,33.62,4.2917,0,0
-117.22,33.48,6.9136,0,0
-117.19,33.53,3.475,0,0
-117.18,33.51,6.993,0,0
-117.12,33.49,3.9963,0,0
-117.12,33.52,4.5841,0,0
-117.15,33.45,4.6904,0,0
-116.99,33.46,2.83,0,0
-117.23,33.57,3.9617,0,0
-117.27,33.55,5.5351,0,0
-117.32,33.51,5.2066,0,0
-117.02,33.71,3.0043,0,0
-116.91,33.71,3.1591,0,0
-116.89,33.73,5.3623,0,0
-116.95,33.68,4.4792,0,0
-116.9,33.65,2.1071,0,0
-116.92,33.63,2.8125,0,0
-116.99,33.73,1.9961,0,0
-116.9,33.74,2.3712,0,0
-116.95,33.75,2.0714,0,0
-116.95,33.75,1.7847,0,0
-116.93,33.75,2.964,0,0
-116.93,33.74,3.6806,0,0
-116.95,33.74,2.4554,0,0
-116.96,33.73,3.069,0,0
-116.95,33.73,3.2371,0,0
-116.95,33.74,2.7083,0,0
-116.94,33.74,4.6406,0,0
-116.94,33.73,3.7175,0,0
-116.93,33.73,4.0433,0,0
-116.96,33.75,2.5898,0,0
-116.97,33.74,1.942,0,0
-116.97,33.75,1.3039,0,0
-116.99,33.75,1.4366,0,0
-116.98,33.74,1.8446,0,0
-116.97,33.74,2.2161,0,0
-116.96,33.74,2.2115,0,0
-116.94,33.77,2.4145,0,0
-117.01,33.75,1.8015,0,0
-116.95,33.76,1.7079,0,0
-116.98,33.77,1.9707,0,0
-116.99,33.76,2.1722,0,0
-117.0,33.74,2.1103,0,0
-117.02,33.73,1.9476,0,0
-116.99,33.77,2.2925,0,0
-117.02,33.76,2.8393,0,0
-116.98,33.83,2.683,0,0
-117.02,33.81,2.3,0,0
-116.95,33.79,2.1979,0,0
-116.95,33.79,1.8845,0,0
-116.96,33.79,2.0135,0,0
-116.97,33.78,2.535,0,0
-116.95,33.78,1.7303,0,0
-116.89,33.79,2.0577,0,0
-116.87,33.76,2.5612,0,0
-116.88,33.74,1.5982,0,0
-116.89,33.75,2.0154,0,0
-116.91,33.75,2.3169,0,0
-116.86,33.73,2.933,0,0
-117.04,34.0,2.4167,0,0
-117.06,34.0,2.5357,0,0
-117.04,34.0,3.5255,0,0
-116.99,33.99,4.7356,0,0
-117.01,33.97,2.3355,0,0
-116.95,33.97,3.1393,0,0
-116.97,33.96,2.4322,0,0
-117.11,33.98,2.7344,0,0
-117.02,33.95,2.8783,0,0
-117.03,33.89,3.125,0,0
-116.96,33.94,1.4063,0,0
-116.99,33.92,3.7083,0,0
-116.86,33.97,2.3977,0,0
-116.79,33.99,1.4688,0,0
-116.77,33.92,1.6875,0,0
-116.81,33.9,1.3286,0,0
